T;P;F
0;;
0.028742851;;
0.040647109;;
0.051469219;;
0.061914922;;
0.07244418;;
0.083512265;;
0.094873515;;
0.107573672;;
0.118896094;;
0.129630703;;
0.141044844;;
0.152534297;;
0.16520293;;
0.177023281;;
0.66242875;;
0.678759922;;
0.74353582;0.0045;222.2222222
0.793497773;;
0.828092695;0.005125;195.1219512
0.845483398;0.004479166667;223.255814
0.892978047;0.006145833333;162.7118644
0.908539297;;
0.925879375;;
0.943760234;;
0.961883867;;
0.976001015;;
1.014139023;;
1.033361601;;
1.053615508;;
1.07173332;;
1.089619726;;
1.128451367;;
1.147842344;0.005125;195.1219512
1.168015937;0.004604166667;217.1945701
1.18795293;0.005270833333;189.7233202
1.204919648;0.00375;266.6666667
1.265611953;0.0036875;271.1864407
1.28272543;0.003958333333;252.6315789
1.298941875;0.003958333333;252.6315789
1.311689101;;
1.325404023;0.003520833333;284.0236686
1.337934023;0.003520833333;284.0236686
1.367772461;;
1.385649844;;
1.437717695;;
1.456546875;0.004458333333;224.2990654
1.517083945;;
1.555690273;0.004666666667;214.2857143
1.573589765;0.005083333333;196.7213115
1.593473515;0.005479166667;182.5095057
1.611747344;0.004583333333;218.1818182
1.630901953;0.005625;177.7777778
1.651523437;;
1.669095859;0.006041666667;165.5172414
1.688525625;0.002895833333;345.323741
1.707628945;0.002458333333;406.779661
1.740624492;0.0035625;280.7017544
1.757478984;0.0035625;280.7017544
1.770954922;;
1.809008476;0.005458333333;183.2061069
1.828132734;0.004166666667;240
1.852629609;0.004583333333;218.1818182
1.865718711;0.002291666667;436.3636364
1.879596055;0.002291666667;436.3636364
1.89282457;0.0024375;410.2564103
2.083810156;;
2.103697226;;
2.121875156;;
2.212307109;;
2.231716367;;
2.376092148;;
2.414799062;;
2.458685703;0.0045;222.2222222
2.481545234;0.004916666667;203.3898305
2.570401211;0.007166666667;139.5348837
2.584406797;;
2.597956719;;
2.610466406;;
2.62514332;0.006354166667;157.3770492
2.663255195;;
2.680484844;;
2.767824219;;
2.805591992;0.007291666667;137.1428571
2.8547075;0.004229166667;236.453202
2.870108555;0.002270833333;440.3669725
2.883346211;0.002520833333;396.6942149
2.89691957;0.002520833333;396.6942149
2.908366992;0.004458333333;224.2990654
2.921281484;0.004458333333;224.2990654
2.953426367;0.006354166667;157.3770492
2.972360508;0.006833333333;146.3414634
3.011682187;0.006875;145.4545455
3.03148;0.004645833333;215.2466368
3.04519918;;
3.058407851;;
3.070474258;0.0066875;149.5327103
3.08455832;0.006354166667;157.3770492
3.097901172;0.006354166667;157.3770492
3.235704023;0.0058125;172.0430108
3.255644648;;
3.31889539;0.006354166667;157.3770492
3.367654765;0.002645833333;377.9527559
3.380702773;0.002645833333;377.9527559
3.391951406;;
3.464905156;0.007;142.8571429
3.525927109;;
3.539508008;;
3.588667305;;
3.622327734;;
3.6386375;;
3.688494961;;
3.705490312;;
3.720333594;;
3.73596;;
3.748949062;0.001541666667;648.6486486
3.766184609;0.001708333333;585.3658537
3.78400875;0.006875;145.4545455
3.824299375;;
3.841444648;;
3.87388125;;
3.909771914;;
3.981723633;;
3.999168242;;
4.164957109;0.006125;163.2653061
4.20474957;0.005125;195.1219512
4.281472383;;
4.297149805;;
4.329362109;;
4.34829539;0.0069375;144.1441441
4.394870664;0.0069375;144.1441441
4.422235859;0.0045;222.2222222
4.43612207;0.0045;222.2222222
4.452162734;0.004291666667;233.0097087
4.470719258;0.004791666667;208.6956522
4.488621289;0.0043125;231.884058
4.502800898;0.006375;156.8627451
4.521283125;0.006375;156.8627451
4.553620469;0.005770833333;173.2851986
4.594298633;0.006770833333;147.6923077
4.613726406;0.007458333333;134.0782123
4.633702539;;
4.657641719;0.0053125;188.2352941
4.686969101;;
4.700582265;;
4.807881172;;
4.865498476;;
4.91614789;0.001916666667;521.7391304
4.94052082;0.001541666667;648.6486486
4.960077422;0.001604166667;623.3766234
4.991423945;;
5.047175469;0.002229166667;448.5981308
5.060498633;0.002229166667;448.5981308
5.104678086;0.004604166667;217.1945701
5.216184101;0.00625;160
5.275083711;0.005354166667;186.770428
5.310810273;0.006354166667;157.3770492
5.326108555;;
5.339942695;;
5.411125664;0.004583333333;218.1818182
5.427894492;0.006875;145.4545455
5.466305898;0.0065;153.8461538
5.504753281;;
5.573909297;0.0058125;172.0430108
5.629309726;;
5.64610125;0.006125;163.2653061
5.713230234;;
5.749748437;;
5.769769062;;
5.789980859;;
5.806923125;;
5.825022109;;
5.845658789;0.0030625;326.5306122
5.86437125;;
5.911918828;0.0020625;484.8484848
5.930540781;0.0007708333333;1297.297297
5.94853168;0.002458333333;406.779661
6.024807734;;
6.075220625;0.0063125;158.4158416
6.129778008;0.006770833333;147.6923077
6.168431328;0.006354166667;157.3770492
6.180337969;0.006354166667;157.3770492
6.205220234;0.006458333333;154.8387097
6.218003047;0.006458333333;154.8387097
6.233608203;0.006666666667;150
6.263683047;0.007270833333;137.5358166
6.277974219;0.007270833333;137.5358166
6.290898164;;
6.323563789;;
6.338435781;;
6.352636836;;
6.373123828;;
6.443622578;0.007458333333;134.0782123
6.456861445;0.007458333333;134.0782123
6.468629609;0.005229166667;191.2350598
6.5112525;0.002229166667;448.5981308
6.52995789;0.004791666667;208.6956522
6.564668125;;
6.580774492;0.006916666667;144.5783133
6.594743711;0.006916666667;144.5783133
6.606733359;0.006125;163.2653061
6.620786836;0.006125;163.2653061
6.632798359;0.004895833333;204.2553191
6.647741953;0.006833333333;146.3414634
6.661759062;0.006833333333;146.3414634
6.70983664;0.004458333333;224.2990654
6.748173945;0.0061875;161.6161616
6.769140195;0.0066875;149.5327103
6.846293086;0.004625;216.2162162
6.862869844;;
6.879606875;;
6.945322109;;
6.959342461;;
6.971430586;;
6.989541015;0.0056875;175.8241758
7.029015078;;
7.048666133;0.0043125;231.884058
7.091506797;;
7.111429844;;
7.130244648;;
7.149864453;;
7.222393555;0.002375;421.0526316
7.239395937;0.002375;421.0526316
7.25296582;0.0035625;280.7017544
7.273204883;0.003125;320
7.29404418;0.004625;216.2162162
7.313834805;0.005125;195.1219512
7.352106562;0.003916666667;255.3191489
7.370261523;0.002854166667;350.3649635
7.390725469;0.007;142.8571429
7.427354453;;
7.445567617;;
7.492196406;;
7.50881043;;
7.528004492;;
7.564754258;0.0073125;136.7521368
7.582340898;0.006895833333;145.0151057
7.600516875;0.006895833333;145.0151057
7.614653984;0.0054375;183.908046
7.696966601;0.006083333333;164.3835616
7.71759957;;
7.796913047;0.005104166667;195.9183673
7.811116562;0.002333333333;428.5714286
7.853184609;;
7.92941832;0.002604166667;384
7.94882082;0.0024375;410.2564103
7.968147305;0.006645833333;150.4702194
7.987934492;0.00475;210.5263158
8.008768086;0.004895833333;204.2553191
8.050780976;0.004479166667;223.255814
8.069746484;0.004854166667;206.0085837
8.085083867;0.002395833333;417.3913043
8.103983125;0.002625;380.952381
8.187753281;;
8.204501914;;
8.221206601;0.005104166667;195.9183673
8.236838555;0.005104166667;195.9183673
8.289043515;0.002375;421.0526316
8.308246445;0.001229166667;813.559322
8.322890547;0.001229166667;813.559322
8.335754062;0.006625;150.9433962
8.364650976;;
8.377851094;;
8.389628828;;
8.453218242;0.0074375;134.4537815
8.488064531;0.004625;216.2162162
8.543337265;0.007104166667;140.7624633
8.55966668;0.007104166667;140.7624633
8.592921133;0.005833333333;171.4285714
8.670068867;;
8.722808945;;
8.740392969;;
8.798141445;;
8.833900703;;
8.851717656;0.005604166667;178.4386617
8.911684765;;
8.968817812;0.0064375;155.3398058
9.025362383;0.006979166667;143.2835821
9.07353043;0.004333333333;230.7692308
9.091612031;0.006479166667;154.340836
9.108568984;;
9.125366289;;
9.183789101;0.004395833333;227.4881517
9.203498359;0.004395833333;227.4881517
9.217636758;;
9.25498125;;
9.314367031;0.002229166667;448.5981308
9.333592031;0.001145833333;872.7272727
9.394296445;;
9.430726211;;
9.449382031;;
9.469499492;;
9.5261625;0.006916666667;144.5783133
9.626606094;;
9.963904609;;
10.02632133;;
10.04438883;;
10.06167027;0.0025625;390.2439024
10.0793852;0.004791666667;208.6956522
10.17334481;0.003020833333;331.0344828
10.19249172;0.000625;1600
10.25210891;;
10.26826586;;
10.33153957;;
10.37156027;;
10.44284606;;
10.46016301;;
10.51456434;0.007104166667;140.7624633
10.53370742;0.004916666667;203.3898305
10.55695367;0.003979166667;251.3089005
10.67246012;;
10.70607723;;
10.75659316;;
10.85450512;0.005375;186.0465116
10.88612598;0.006854166667;145.8966565
10.90018836;0.006854166667;145.8966565
10.92765426;;
10.94066785;;
10.96681648;0.003854166667;259.4594595
10.98004816;0.003854166667;259.4594595
11.04786922;;
11.10458734;;
11.12287543;;
11.13869434;;
11.15340332;0.004333333333;230.7692308
11.18843223;0.0043125;231.884058
11.20450957;;
11.22126016;;
11.23581223;;
11.29028965;;
11.30897394;;
11.32800094;0.002208333333;452.8301887
11.34659203;0.0005416666667;1846.153846
11.36691352;0.001145833333;872.7272727
11.4063925;;
11.4254143;;
11.44603633;;
11.53739356;0.007229166667;138.3285303
11.5561016;0.007208333333;138.7283237
11.57632883;0.0058125;172.0430108
11.61639055;0.000125;8000
11.63618688;0.000125;8000
11.6562659;0.000125;8000
11.67291242;0.000125;8000
11.6926877;0.000125;8000
11.71012559;0.000125;8000
11.72759707;0.000125;8000
11.74677481;0.000125;8000
11.76450223;0.000125;8000
11.77999254;0.000125;8000
11.79269598;0.000125;8000
11.80646789;0.000125;8000
11.82028281;0.000125;8000
11.83350828;0.000125;8000
11.84772856;0.000125;8000
11.86124273;0.000125;8000
11.87446789;0.000125;8000
11.89374875;0.000125;8000
